Interaction_ID,Customer_ID,Interaction_Date,Channel,Team,Customer_Segment,Issue_Category,Priority,Agent_ID,Previous_Interactions,Response_Time_Min,Resolution_Time_Min,Escalated,FCR,CSAT,Resolution_Status,SLA_Breached
INT122562,CUST16760,2025-09-13 03:00:00,Chat,Technical Support,Enterprise,Cancellation,Medium,AG125,1,27.6,128.6,1,1,4.0,Pending,0
INT111053,CUST11972,2025-09-13 03:00:00,Email,Tier 1 Support,Small Business,Refund,Low,AG109,3,235.6,78.0,0,1,4.0,Resolved,0
INT105550,CUST13751,2025-09-13 04:00:00,Phone,Tier 1 Support,Consumer,Refund,Low,AG172,2,56.6,61.2,0,1,5.0,Resolved,0
INT121916,CUST15287,2025-09-13 04:00:00,Phone,Tier 2 Support,Enterprise,Billing,Low,AG129,1,22.8,101.1,0,1,4.0,Pending,0
INT107183,CUST12599,2025-09-13 04:00:00,Phone,Technical Support,Premium,Complaint,Low,AG161,3,37.3,104.1,0,1,5.0,Resolved,0
INT128275,CUST13696,2025-09-13 05:00:00,Phone,Retention,Enterprise,Cancellation,High,AG159,2,36.7,130.0,0,1,4.0,Resolved,0
INT115355,CUST11144,2025-09-13 05:00:00,Email,Tier 1 Support,Consumer,Account Access,High,AG163,1,192.6,58.3,0,1,4.0,Resolved,1
INT123263,CUST14513,2025-09-13 05:00:00,Chat,Tier 1 Support,Premium,Complaint,Medium,AG140,1,11.7,57.7,0,1,5.0,Resolved,0
INT116406,CUST13545,2025-09-13 05:00:00,Social Media,Technical Support,Consumer,Refund,Medium,AG165,2,76.6,140.6,0,1,4.0,Resolved,0
INT115266,CUST10291,2025-09-13 07:00:00,Web,Tier 2 Support,Consumer,Refund,Low,AG135,2,63.6,103.9,0,1,5.0,Resolved,0
INT127996,CUST15340,2025-09-13 07:00:00,Chat,Tier 1 Support,Consumer,Cancellation,Medium,AG150,5,69.4,46.2,0,1,5.0,Resolved,0
INT112622,CUST15846,2025-09-13 07:00:00,Web,Technical Support,Consumer,Delivery,Low,AG141,1,52.5,126.8,1,0,3.0,Pending,0
INT106531,CUST12249,2025-09-13 09:00:00,Chat,Tier 2 Support,Enterprise,Cancellation,Medium,AG114,1,41.6,102.3,1,0,4.0,Resolved,0
INT113332,CUST13415,2025-09-13 09:00:00,Email,Technical Support,Small Business,Refund,Medium,AG108,1,220.8,137.5,0,1,4.0,Resolved,1
INT109745,CUST13709,2025-09-13 10:00:00,Social Media,Tier 1 Support,Consumer,Refund,Low,AG152,3,80.5,37.9,0,1,4.0,Resolved,0
INT113807,CUST15079,2025-09-13 11:00:00,Web,Retention,Consumer,Technical Issue,Low,AG160,2,42.8,82.5,0,1,5.0,Resolved,0
INT112001,CUST14533,2025-09-13 11:00:00,Chat,Tier 1 Support,Consumer,Billing,Low,AG144,2,71.7,52.5,0,1,5.0,Resolved,0
INT113022,CUST11324,2025-09-13 11:00:00,Phone,Tier 1 Support,Consumer,Complaint,High,AG129,1,31.6,74.6,0,1,5.0,Resolved,0
INT129892,CUST11921,2025-09-13 12:00:00,Email,Billing,Consumer,Cancellation,Medium,AG112,0,237.1,98.6,1,0,3.0,Resolved,1
INT100922,CUST16070,2025-09-13 12:00:00,Phone,Tier 2 Support,Consumer,Technical Issue,High,AG105,3,49.9,146.8,0,0,4.0,Resolved,0
INT121641,CUST14818,2025-09-13 12:00:00,Phone,Billing,Consumer,Account Access,Medium,AG111,2,45.0,72.6,0,1,5.0,Resolved,0
INT104175,CUST16721,2025-09-13 12:00:00,Phone,Billing,Consumer,Billing,Medium,AG154,2,52.6,68.0,0,1,4.0,Resolved,0
INT107402,CUST15738,2025-09-13 15:00:00,Phone,Tier 2 Support,Premium,Product Inquiry,Low,AG143,1,42.3,99.8,1,1,5.0,Transferred,0
INT101731,CUST14188,2025-09-13 16:00:00,Phone,Technical Support,Enterprise,Delivery,Medium,AG157,4,65.3,157.7,0,1,4.0,Resolved,0
INT105613,CUST16849,2025-09-13 16:00:00,Chat,Tier 1 Support,Small Business,Delivery,Low,AG157,4,17.8,118.2,0,1,5.0,Resolved,0
INT106461,CUST15696,2025-09-13 19:00:00,Social Media,Tier 1 Support,Consumer,Billing,Low,AG148,3,85.8,87.3,0,1,4.0,Pending,0
INT117676,CUST18366,2025-09-13 19:00:00,Phone,Tier 1 Support,Small Business,Account Access,Medium,AG173,0,59.5,51.2,0,1,5.0,Resolved,0
INT104376,CUST13852,2025-09-13 19:00:00,Web,Tier 1 Support,Consumer,Billing,Low,AG113,2,72.4,129.8,0,1,5.0,Resolved,0
INT103131,CUST13926,2025-09-13 20:00:00,Web,Technical Support,Small Business,Billing,Medium,AG131,2,48.3,131.0,0,1,4.0,Resolved,0
INT119643,CUST18930,2025-09-13 21:00:00,Phone,Technical Support,Premium,Delivery,Low,AG118,4,64.7,120.4,0,1,4.0,Resolved,0
INT122951,CUST14345,2025-09-13 21:00:00,Chat,Tier 2 Support,Small Business,Product Inquiry,Medium,AG165,3,19.5,101.6,0,1,5.0,Resolved,0
INT128985,CUST14926,2025-09-13 21:00:00,Email,Billing,Enterprise,Product Inquiry,Low,AG114,1,200.9,77.2,0,1,4.0,Resolved,0
INT125390,CUST15046,2025-09-13 21:00:00,Phone,Tier 1 Support,Enterprise,Cancellation,Medium,AG127,2,16.0,87.7,0,1,5.0,Resolved,0
INT113631,CUST17700,2025-09-13 22:00:00,Chat,Retention,Consumer,Billing,Low,AG135,4,11.8,94.5,0,1,5.0,Resolved,0
INT103960,CUST12320,2025-09-13 22:00:00,Web,Billing,Enterprise,Account Access,High,AG164,0,42.9,102.2,0,1,5.0,Resolved,0
INT104501,CUST15418,2025-09-13 22:00:00,Chat,Tier 1 Support,Consumer,Billing,Medium,AG107,3,86.7,54.8,0,1,5.0,Resolved,0
INT124090,CUST17916,2025-09-13 23:00:00,Phone,Tier 1 Support,Consumer,Product Inquiry,High,AG141,1,43.3,84.8,0,1,5.0,Resolved,0
INT125522,CUST18228,2025-09-14 00:00:00,Phone,Tier 1 Support,Consumer,Billing,Low,AG144,1,75.8,47.3,0,1,5.0,Resolved,0
INT125507,CUST13152,2025-09-14 00:00:00,Phone,Retention,Enterprise,Account Access,Low,AG156,3,54.4,63.8,0,0,5.0,Resolved,0
INT104567,CUST18591,2025-09-14 00:00:00,Social Media,Billing,Small Business,Refund,Low,AG160,3,97.7,68.0,1,1,4.0,Resolved,0
INT114172,CUST13471,2025-09-14 00:00:00,Phone,Technical Support,Small Business,Refund,Medium,AG157,3,27.5,172.0,0,1,4.0,Resolved,0
INT103911,CUST13130,2025-09-14 00:00:00,Email,Technical Support,Consumer,Technical Issue,Low,AG114,1,186.3,151.5,0,1,4.0,Resolved,0
INT108380,CUST14491,2025-09-14 02:00:00,Chat,Tier 2 Support,Consumer,Cancellation,Medium,AG105,2,26.1,108.3,1,1,4.0,Pending,0
INT116932,CUST14545,2025-09-14 03:00:00,Phone,Technical Support,Consumer,Technical Issue,Medium,AG128,2,52.3,136.5,0,1,4.0,Resolved,0
INT102102,CUST18760,2025-09-14 06:00:00,Web,Tier 1 Support,Small Business,Product Inquiry,Medium,AG179,3,34.3,103.8,0,1,5.0,Pending,0
INT101640,CUST15579,2025-09-14 06:00:00,Phone,Billing,Small Business,Billing,Medium,AG141,3,,104.8,0,1,5.0,Resolved,0
INT112582,CUST11175,2025-09-14 08:00:00,Chat,Technical Support,Enterprise,Complaint,Medium,AG151,1,37.9,147.6,0,1,4.0,Resolved,0
INT124709,CUST18721,2025-09-14 08:00:00,Web,Tier 1 Support,Consumer,Complaint,High,AG131,1,38.0,70.9,0,0,4.0,Resolved,0
INT129329,CUST14969,2025-09-14 08:00:00,Phone,Billing,Small Business,Cancellation,Medium,AG159,2,29.5,61.6,0,1,5.0,Resolved,0
INT113586,CUST10469,2025-09-14 08:00:00,Chat,Tier 1 Support,Small Business,Technical Issue,Medium,AG166,4,55.3,100.4,0,1,5.0,Resolved,0
INT120437,CUST10573,2025-09-14 09:00:00,Chat,Technical Support,Enterprise,Delivery,Medium,AG137,2,29.6,149.4,0,1,5.0,Resolved,0
INT126832,CUST13719,2025-09-14 09:00:00,Email,Tier 1 Support,Small Business,Billing,Critical,AG180,1,224.3,91.4,0,1,4.0,Resolved,1
INT124805,CUST16519,2025-09-14 10:00:00,Email,Tier 2 Support,Consumer,Cancellation,Medium,AG173,2,208.0,103.5,0,1,4.0,Pending,1
INT125704,CUST14975,2025-09-14 10:00:00,Phone,Tier 1 Support,Consumer,Refund,High,AG169,0,30.9,69.7,0,0,5.0,Resolved,0
INT102302,CUST15204,2025-09-14 10:00:00,Social Media,Technical Support,Premium,Account Access,Medium,AG172,3,86.6,184.5,0,1,4.0,Resolved,0
INT109263,CUST15210,2025-09-14 10:00:00,Email,Tier 2 Support,Small Business,Delivery,Medium,AG127,1,196.2,109.8,0,1,4.0,Resolved,1
INT111669,CUST10142,2025-09-14 10:00:00,Phone,Technical Support,Consumer,Account Access,Medium,AG116,3,63.6,136.7,1,0,4.0,Transferred,0
INT104880,CUST16030,2025-09-14 11:00:00,Email,Technical Support,Small Business,Technical Issue,High,AG169,3,215.2,224.3,1,0,3.0,Resolved,1
INT122184,CUST14056,2025-09-14 11:00:00,Web,Technical Support,Premium,Product Inquiry,Low,AG143,4,60.6,135.8,0,0,4.0,Resolved,0
INT107359,CUST15583,2025-09-14 11:00:00,Chat,Technical Support,Consumer,Product Inquiry,Low,AG151,1,24.0,124.7,1,1,5.0,Pending,0
INT118774,CUST15348,2025-09-14 12:00:00,Phone,Technical Support,Consumer,Cancellation,Medium,AG137,5,61.2,136.3,0,1,4.0,Pending,0
INT115958,CUST14175,2025-09-14 12:00:00,Chat,Technical Support,Enterprise,Cancellation,Medium,AG163,0,29.0,137.0,0,1,4.0,Resolved,0
INT115052,CUST16106,2025-09-14 13:00:00,Web,Tier 1 Support,Premium,Technical Issue,Medium,AG134,3,36.4,66.4,0,1,4.0,Resolved,0
INT117894,CUST10510,2025-09-14 13:00:00,Phone,Tier 1 Support,Premium,Refund,High,AG125,1,47.5,77.8,0,1,5.0,Resolved,0
INT115380,CUST15687,2025-09-14 14:00:00,Chat,Billing,Premium,Product Inquiry,Low,AG172,2,17.5,96.4,0,1,5.0,Resolved,0
INT117758,CUST12402,2025-09-14 14:00:00,Social Media,Billing,Consumer,Delivery,Low,AG126,2,83.5,65.7,0,1,4.0,Resolved,0
INT120561,CUST12857,2025-09-14 14:00:00,Email,Tier 2 Support,Premium,Product Inquiry,Medium,AG116,3,203.7,92.8,1,1,4.0,Resolved,1
INT116216,CUST12340,2025-09-14 15:00:00,Chat,Technical Support,Consumer,Technical Issue,Medium,AG164,1,68.8,162.6,0,1,3.0,Resolved,0
INT109231,CUST10657,2025-09-14 15:00:00,Web,Technical Support,Consumer,Account Access,Low,AG142,3,39.3,149.9,0,1,5.0,Resolved,0
INT110803,CUST18861,2025-09-14 15:00:00,Chat,Technical Support,Consumer,Delivery,Low,AG126,2,47.6,109.9,0,0,5.0,Resolved,0
INT125224,CUST16171,2025-09-14 16:00:00,Email,Tier 2 Support,Consumer,Cancellation,Critical,AG155,1,224.8,188.2,1,1,4.0,Resolved,1
INT105856,CUST16564,2025-09-14 16:00:00,Email,Tier 1 Support,Enterprise,Account Access,Low,AG160,4,228.8,80.1,1,1,4.0,Resolved,0
INT105473,CUST15172,2025-09-14 16:00:00,Phone,Retention,Small Business,Delivery,Low,AG168,3,28.2,117.4,0,1,5.0,Resolved,0
INT125640,CUST11303,2025-09-14 17:00:00,Chat,Tier 2 Support,Small Business,Technical Issue,High,AG127,5,51.7,138.4,0,0,5.0,Resolved,0
INT123229,CUST10585,2025-09-14 18:00:00,Chat,Tier 1 Support,Small Business,Delivery,Low,AG152,1,50.2,64.9,0,1,5.0,Resolved,0
INT115741,CUST12159,2025-09-14 19:00:00,Email,Technical Support,Small Business,Technical Issue,High,AG138,1,214.5,200.0,0,1,3.0,Resolved,1
INT111485,CUST16324,2025-09-14 19:00:00,Chat,Retention,Small Business,Billing,High,AG113,3,21.6,134.4,0,1,4.0,Resolved,0
INT105508,CUST15356,2025-09-14 19:00:00,Phone,Retention,Premium,Product Inquiry,Low,AG168,4,51.8,79.0,0,0,5.0,Resolved,0
INT103651,CUST11723,2025-09-14 20:00:00,Web,Billing,Enterprise,Delivery,Medium,AG176,2,63.9,116.0,1,1,4.0,Resolved,0
INT103188,CUST13080,2025-09-14 20:00:00,Web,Tier 1 Support,Premium,Billing,Medium,AG128,2,59.5,128.6,0,1,5.0,Resolved,0
INT101443,CUST11846,2025-09-14 22:00:00,Chat,Retention,Consumer,Delivery,Low,AG103,6,30.1,107.5,0,1,4.0,Resolved,0
INT111579,CUST15954,2025-09-14 22:00:00,Chat,Tier 1 Support,Small Business,Delivery,High,AG154,3,42.1,87.0,1,0,4.0,Resolved,0
INT113973,CUST13057,2025-09-14 23:00:00,Email,Billing,Consumer,Account Access,Medium,AG105,3,208.2,78.1,0,1,3.0,Resolved,1
INT119082,CUST12007,2025-09-14 23:00:00,Email,Billing,Consumer,Technical Issue,Low,AG126,2,205.8,77.8,0,1,4.0,Resolved,0
INT122207,CUST10928,2025-09-14 23:00:00,Chat,Retention,Consumer,Cancellation,High,AG167,3,42.6,142.9,0,1,5.0,Resolved,0
INT124833,CUST18528,2025-09-15 00:00:00,Phone,Tier 1 Support,Consumer,Billing,Critical,AG125,2,46.3,90.2,1,0,3.0,Resolved,1
INT121649,CUST11469,2025-09-15 00:00:00,Phone,Technical Support,Consumer,Product Inquiry,Low,AG129,2,30.3,141.2,0,1,5.0,Resolved,0
INT101189,CUST11404,2025-09-15 00:00:00,Email,Tier 1 Support,Consumer,Billing,Low,AG132,3,214.0,60.5,0,1,4.0,Resolved,0
INT112012,CUST12877,2025-09-15 01:00:00,Web,Technical Support,Consumer,Refund,Medium,AG132,3,53.1,144.6,0,1,5.0,Resolved,0
INT106907,CUST17242,2025-09-15 01:00:00,Chat,Technical Support,Consumer,Technical Issue,High,AG145,5,23.2,173.9,0,0,4.0,Resolved,0
INT115084,CUST17002,2025-09-15 01:00:00,Phone,Tier 1 Support,Consumer,Refund,Medium,AG141,0,21.9,52.2,0,1,5.0,Resolved,0
INT125818,CUST15155,2025-09-15 02:00:00,Phone,Technical Support,Consumer,Account Access,Low,AG108,2,45.6,118.3,0,1,5.0,Resolved,0
INT110516,CUST15222,2025-09-15 02:00:00,Social Media,Technical Support,Consumer,Delivery,Medium,AG115,2,79.1,139.5,0,1,4.0,Resolved,0
INT115430,CUST16874,2025-09-15 02:00:00,Phone,Billing,Enterprise,Product Inquiry,High,AG168,4,25.5,108.4,0,1,5.0,Resolved,0
INT123031,CUST18055,2025-09-15 03:00:00,Email,Billing,Enterprise,Refund,High,AG149,1,200.3,141.4,1,1,4.0,Pending,1
INT125741,CUST14466,2025-09-15 03:00:00,Chat,Tier 2 Support,Consumer,Billing,Medium,AG144,0,18.3,96.7,0,1,4.0,Resolved,0
INT126456,CUST16979,2025-09-15 03:00:00,Chat,Technical Support,Small Business,Delivery,High,AG121,5,55.3,191.9,1,1,4.0,Transferred,0
INT103679,CUST16938,2025-09-15 03:00:00,Web,Billing,Consumer,Billing,Medium,AG148,1,42.3,67.3,0,1,5.0,Resolved,0
INT128752,CUST17938,2025-09-15 04:00:00,Phone,Tier 1 Support,Consumer,Technical Issue,High,AG133,3,46.0,70.4,0,1,4.0,Resolved,0
INT114373,CUST13751,2025-09-15 04:00:00,Phone,Retention,Consumer,Product Inquiry,Low,AG160,3,25.8,77.2,0,1,5.0,Pending,0
INT124417,CUST13225,2025-09-15 04:00:00,Chat,Billing,Consumer,Complaint,Low,AG149,3,110.2,69.3,0,1,4.0,Resolved,0
INT103200,CUST18080,2025-09-15 04:00:00,Phone,Tier 2 Support,Enterprise,Account Access,Medium,AG120,4,19.1,125.5,0,1,5.0,Resolved,0
INT100802,CUST11837,2025-09-15 04:00:00,Social Media,Retention,Premium,Billing,Low,AG109,4,123.1,86.6,0,0,4.0,Resolved,0
INT116913,CUST18764,2025-09-15 06:00:00,Phone,Tier 1 Support,Consumer,Product Inquiry,Low,AG126,3,43.9,39.2,0,1,4.0,Resolved,0
INT108759,CUST17118,2025-09-15 07:00:00,Chat,Technical Support,Premium,Product Inquiry,Low,AG109,3,33.3,108.2,0,1,5.0,Resolved,0
INT126284,CUST14040,2025-09-15 07:00:00,Phone,Retention,Consumer,Account Access,Medium,AG150,2,44.7,115.0,0,1,5.0,Resolved,0
INT119585,CUST17827,2025-09-15 07:00:00,Email,Tier 1 Support,Consumer,Product Inquiry,Low,AG147,2,214.7,49.9,1,1,3.0,Resolved,0
INT121238,CUST10877,2025-09-15 07:00:00,Social Media,Tier 1 Support,Enterprise,Technical Issue,High,AG161,3,80.2,117.7,0,0,4.0,Resolved,1
INT113662,CUST12844,2025-09-15 08:00:00,Social Media,Tier 2 Support,Small Business,Billing,Medium,AG178,1,89.4,98.3,0,1,5.0,Resolved,0
INT118467,CUST15479,2025-09-15 08:00:00,Phone,Technical Support,Small Business,Account Access,High,AG138,6,39.2,173.7,1,1,4.0,Transferred,0
INT122527,CUST18794,2025-09-15 08:00:00,Chat,Billing,Consumer,Technical Issue,Medium,AG177,4,48.1,61.2,0,0,5.0,Resolved,0
INT123372,CUST14527,2025-09-15 09:00:00,Chat,Technical Support,Consumer,Refund,High,AG155,3,13.9,181.9,0,1,4.0,Pending,0
INT117689,CUST12944,2025-09-15 09:00:00,Email,Billing,Consumer,Account Access,Medium,AG119,2,233.2,78.9,0,1,2.0,Resolved,1
INT129110,CUST14386,2025-09-15 10:00:00,Chat,Tier 1 Support,Small Business,Delivery,High,AG111,2,18.3,62.8,0,1,4.0,Resolved,0
INT120428,CUST14303,2025-09-15 12:00:00,Email,Billing,Consumer,Delivery,Medium,AG165,1,226.7,148.9,1,0,3.0,Resolved,1
INT119006,CUST10615,2025-09-15 12:00:00,Chat,Tier 1 Support,Consumer,Refund,High,AG155,1,64.7,72.2,0,1,5.0,Resolved,1
INT123575,CUST10880,2025-09-15 13:00:00,Phone,Retention,Consumer,Refund,Medium,AG121,2,34.2,95.4,0,0,3.0,Resolved,0
INT113673,CUST11597,2025-09-15 14:00:00,Social Media,Tier 1 Support,Premium,Cancellation,Medium,AG166,5,75.8,95.6,0,0,4.0,Resolved,0
INT118231,CUST11686,2025-09-15 14:00:00,Chat,Retention,Small Business,Technical Issue,High,AG169,1,48.6,114.8,0,1,5.0,Resolved,0
INT109859,CUST18152,2025-09-15 15:00:00,Social Media,Technical Support,Enterprise,Delivery,Low,AG150,2,90.2,137.2,0,1,4.0,Resolved,0
INT102080,CUST14321,2025-09-15 15:00:00,Chat,Tier 2 Support,Consumer,Billing,Critical,AG151,2,41.5,187.0,1,1,4.0,Pending,1
INT100142,CUST18051,2025-09-15 16:00:00,Phone,Tier 2 Support,Enterprise,Account Access,Medium,AG125,1,49.2,117.5,0,1,4.0,Pending,0
INT113721,CUST17063,2025-09-15 16:00:00,Phone,Technical Support,Enterprise,Refund,Medium,AG154,4,55.3,143.3,0,1,4.0,Resolved,0
INT123615,CUST11958,2025-09-15 16:00:00,Chat,Technical Support,Consumer,Cancellation,Medium,AG117,0,34.3,136.2,0,1,5.0,Resolved,0
INT114531,CUST17876,2025-09-15 17:00:00,Web,Technical Support,Premium,Technical Issue,Medium,AG117,2,48.5,140.7,0,1,5.0,Resolved,0
INT101796,CUST13524,2025-09-15 17:00:00,Chat,Technical Support,Consumer,Product Inquiry,Medium,AG136,2,38.1,164.0,0,1,4.0,Resolved,0
INT127201,CUST15223,2025-09-15 17:00:00,Phone,Retention,Premium,Account Access,Medium,AG164,2,54.5,101.8,0,1,4.0,Resolved,0
INT123669,CUST14703,2025-09-15 21:00:00,Chat,Technical Support,Small Business,Product Inquiry,Low,AG125,2,39.1,123.2,0,1,5.0,Resolved,0
INT115849,CUST10044,2025-09-15 21:00:00,Email,Tier 1 Support,Consumer,Account Access,High,AG174,6,220.5,70.4,0,0,4.0,Resolved,1
INT121196,CUST10656,2025-09-15 21:00:00,Chat,Technical Support,Small Business,Product Inquiry,Medium,AG149,0,32.3,137.9,0,1,5.0,Resolved,0
INT100878,CUST17158,2025-09-15 22:00:00,Chat,Retention,Consumer,Product Inquiry,Medium,AG173,1,20.6,102.9,0,1,4.0,Resolved,0
INT116444,CUST14775,2025-09-15 22:00:00,Chat,Tier 1 Support,Small Business,Delivery,Medium,AG132,3,42.1,41.0,0,1,4.0,Resolved,0
INT120053,CUST17708,2025-09-15 22:00:00,Email,Retention,Consumer,Complaint,Medium,AG107,3,226.4,85.1,0,1,5.0,Resolved,1
INT101123,CUST17348,2025-09-15 22:00:00,Phone,Retention,Consumer,Account Access,Low,AG127,0,82.7,166.6,0,1,5.0,Resolved,0
INT108163,CUST16734,2025-09-15 23:00:00,Web,Tier 1 Support,Premium,Product Inquiry,Low,AG137,3,41.3,60.3,0,0,4.0,Resolved,0
INT124751,CUST10028,2025-09-15 23:00:00,Web,Billing,Small Business,Delivery,Low,AG106,3,42.0,72.3,0,1,5.0,Pending,0
INT125693,CUST17092,2025-09-16 00:00:00,Web,Billing,Consumer,Technical Issue,Low,AG170,5,77.4,89.8,0,1,4.0,Resolved,0
INT120375,CUST10479,2025-09-16 00:00:00,Email,Tier 2 Support,Consumer,Delivery,Medium,AG169,1,190.3,108.0,0,1,4.0,Resolved,1
INT114447,CUST15503,2025-09-16 00:00:00,Web,Tier 2 Support,Small Business,Account Access,High,AG111,1,45.5,153.7,0,0,4.0,Resolved,0
INT121034,CUST12873,2025-09-16 01:00:00,Chat,Tier 1 Support,Premium,Delivery,High,AG170,0,23.7,63.0,0,1,5.0,Resolved,0
INT121962,CUST11236,2025-09-16 02:00:00,Phone,Billing,Consumer,Billing,Low,AG174,1,50.5,95.8,0,1,5.0,Resolved,0
INT118778,CUST15226,2025-09-16 02:00:00,Social Media,Technical Support,Premium,Refund,Low,AG155,1,98.7,121.7,0,1,4.0,Resolved,0
INT116138,CUST16660,2025-09-16 02:00:00,Email,Technical Support,Premium,Technical Issue,Medium,AG122,3,244.7,164.3,0,1,4.0,Resolved,1
INT126504,CUST12865,2025-09-16 03:00:00,Chat,Tier 1 Support,Premium,Billing,Low,AG134,2,15.5,67.5,0,1,5.0,Resolved,0
INT117265,CUST18294,2025-09-16 04:00:00,Phone,Retention,Small Business,Technical Issue,Medium,AG121,1,30.7,100.1,0,1,5.0,Resolved,0
INT119746,CUST16543,2025-09-16 04:00:00,Email,Tier 1 Support,Premium,Delivery,Medium,AG145,1,226.8,43.1,0,1,3.0,Resolved,1
INT112253,CUST13372,2025-09-16 04:00:00,Email,Technical Support,Consumer,Delivery,Low,AG151,2,211.0,150.8,0,1,4.0,Resolved,0
INT123101,CUST16645,2025-09-16 04:00:00,Email,Billing,Premium,Product Inquiry,High,AG106,2,209.4,96.0,1,1,4.0,Resolved,1
INT107122,CUST13089,2025-09-16 05:00:00,Phone,Technical Support,Consumer,Technical Issue,Low,AG153,0,49.1,115.6,0,0,4.0,Resolved,0
INT100360,CUST10795,2025-09-16 05:00:00,Phone,Tier 1 Support,Consumer,Refund,Medium,AG170,0,42.3,50.1,0,1,4.0,Resolved,0
INT104874,CUST10298,2025-09-16 06:00:00,Phone,Tier 1 Support,Small Business,Technical Issue,Low,AG111,2,21.3,54.5,0,1,5.0,Resolved,0
INT129868,CUST14280,2025-09-16 06:00:00,Email,Tier 2 Support,Consumer,Account Access,High,AG145,3,208.8,136.5,1,1,2.0,Transferred,1
INT110259,CUST12482,2025-09-16 07:00:00,Web,Tier 1 Support,Premium,Complaint,High,AG178,1,60.2,106.4,0,0,4.0,Resolved,1
INT127687,CUST17276,2025-09-16 08:00:00,Email,Tier 1 Support,Enterprise,Complaint,Medium,AG103,1,219.7,43.9,0,1,4.0,Resolved,1
INT115248,CUST12290,2025-09-16 08:00:00,Chat,Tier 1 Support,Small Business,Refund,Medium,AG166,5,36.0,66.5,1,0,4.0,Pending,0
INT109141,CUST14342,2025-09-16 08:00:00,Chat,Technical Support,Consumer,Complaint,Medium,AG125,3,28.5,132.7,0,0,4.0,Resolved,0
INT113089,CUST14604,2025-09-16 08:00:00,Chat,Technical Support,Consumer,Technical Issue,Low,AG108,2,42.3,154.7,0,1,5.0,Pending,0
INT109115,CUST16242,2025-09-16 08:00:00,Email,Tier 2 Support,Consumer,Refund,Critical,AG168,1,197.6,188.3,0,1,4.0,Resolved,1
INT115748,CUST13553,2025-09-16 09:00:00,Phone,Tier 1 Support,Small Business,Billing,Low,AG137,3,43.9,77.8,0,1,4.0,Resolved,0
INT113039,CUST15917,2025-09-16 11:00:00,Email,Technical Support,Consumer,Delivery,Medium,AG122,4,240.4,137.9,1,1,3.0,Pending,1
INT125128,CUST15077,2025-09-16 11:00:00,Chat,Tier 1 Support,Consumer,Technical Issue,Low,AG160,3,47.7,63.4,0,1,5.0,Pending,0
INT114309,CUST18539,2025-09-16 12:00:00,Phone,Tier 1 Support,Enterprise,Product Inquiry,High,AG134,3,21.1,118.0,0,1,5.0,Resolved,0
INT106052,CUST11845,2025-09-16 12:00:00,Web,Tier 1 Support,Small Business,Account Access,Low,AG149,2,64.2,29.5,0,0,3.0,Resolved,0
INT123103,CUST14351,2025-09-16 13:00:00,Phone,Tier 1 Support,Consumer,Product Inquiry,Low,AG123,2,68.8,39.0,0,0,5.0,Resolved,0
INT116306,CUST11753,2025-09-16 13:00:00,Chat,Technical Support,Consumer,Complaint,Low,AG150,2,24.8,133.5,0,1,5.0,Resolved,0
INT104445,CUST15933,2025-09-16 15:00:00,Chat,Tier 1 Support,Premium,Refund,Medium,AG118,2,80.5,82.9,0,1,4.0,Resolved,0
INT114095,CUST18381,2025-09-16 15:00:00,Chat,Technical Support,Consumer,Delivery,Medium,AG108,2,,177.9,0,1,4.0,Resolved,0
INT109988,CUST11778,2025-09-16 15:00:00,Chat,Tier 1 Support,Consumer,Delivery,Low,AG113,1,25.0,78.2,0,1,5.0,Resolved,0
INT125547,CUST14467,2025-09-16 16:00:00,Chat,Billing,Consumer,Technical Issue,High,AG113,4,68.7,80.2,1,0,3.0,Pending,1
INT116401,CUST13707,2025-09-16 16:00:00,Phone,Billing,Consumer,Product Inquiry,Low,AG173,0,23.3,63.5,0,1,5.0,Resolved,0
INT117126,CUST10817,2025-09-16 16:00:00,Social Media,Retention,Enterprise,Technical Issue,Medium,AG106,1,83.7,92.6,0,1,5.0,Resolved,0
INT125685,CUST11345,2025-09-16 17:00:00,Phone,Tier 1 Support,Consumer,Technical Issue,Medium,AG113,2,35.6,88.7,1,0,4.0,Resolved,0
INT128566,CUST12374,2025-09-16 17:00:00,Chat,Technical Support,Premium,Billing,Low,AG165,1,35.7,148.3,0,1,5.0,Pending,0
INT119500,CUST11760,2025-09-16 17:00:00,Phone,Tier 1 Support,Small Business,Complaint,Medium,AG137,1,53.4,61.2,0,1,5.0,Resolved,0
INT122237,CUST14511,2025-09-16 17:00:00,Chat,Tier 2 Support,Enterprise,Billing,Low,AG179,3,24.9,97.4,0,1,4.0,Resolved,0
INT127412,CUST16837,2025-09-16 17:00:00,Phone,Technical Support,Enterprise,Account Access,Medium,AG111,3,40.1,134.6,0,1,5.0,Resolved,0
INT127560,CUST14765,2025-09-16 18:00:00,Phone,Tier 2 Support,Consumer,Cancellation,Low,AG113,0,34.5,109.5,0,0,5.0,Resolved,0
INT118666,CUST12926,2025-09-16 19:00:00,Phone,Tier 1 Support,Consumer,Cancellation,High,AG104,1,17.4,75.5,0,0,4.0,Resolved,0
INT120745,CUST14483,2025-09-16 20:00:00,Social Media,Tier 1 Support,Consumer,Billing,Medium,AG127,2,80.2,52.8,1,1,5.0,Resolved,0
