Interaction_ID,Date,Agent,Issue_Type,Priority,Channel,Response_Time_Minutes,Resolution_Time_Hours,Resolution_Status,FCR,Escalated,Quality_Score,CSAT,Compliance_Score
INT-01309,2025-04-13,Agent_03,Login Issue,Medium,Email,77.4,36.3,Resolved,Yes,No,72.3,4,86.2
INT-00008,2025-04-13,Agent_15,App Crash,Critical,Chat,115.4,60.4,Escalated,Yes,No,80.0,4,92.0
INT-00769,2025-04-13,Agent_08,Payment Issue,High,Email,163.0,48.7,Resolved,Yes,No,74.7,4,95.1
INT-00169,2025-04-13,Agent_17,Refund Issue,High,WhatsApp,130.4,67.0,Escalated,Yes,No,78.2,4,87.3
INT-01813,2025-04-13,Agent_13,Account Blocked,Medium,Phone,107.3,25.6,Resolved,No,No,74.6,4,87.9
INT-01490,2025-04-13,Agent_16,Login Issue,Critical,Phone,80.6,57.8,Escalated,Yes,Yes,71.8,3,86.4
INT-02454,2025-04-13,Agent_13,Delivery Delay,High,Phone,57.7,43.7,Resolved,Yes,No,75.3,4,94.7
INT-02458,2025-04-13,Agent_16,App Crash,High,Email,99.8,41.4,Resolved,Yes,No,82.0,5,88.0
INT-01446,2025-04-13,Agent_15,Product Defect,Critical,Chat,94.9,53.3,Escalated,Yes,No,78.9,4,83.9
INT-00405,2025-04-13,Agent_18,General Inquiry,High,WhatsApp,123.3,35.7,Resolved,Yes,No,90.7,5,92.9
INT-01831,2025-04-13,Agent_06,Account Blocked,Medium,Phone,88.0,58.6,Resolved,No,No,69.8,4,91.7
INT-02718,2025-04-13,Agent_07,General Inquiry,Critical,Phone,103.8,51.3,Resolved,No,No,73.7,5,87.2
INT-01815,2025-04-13,Agent_16,General Inquiry,High,Chat,126.5,61.0,Escalated,Yes,Yes,76.4,3,86.5
INT-00126,2025-04-13,Agent_08,Account Blocked,Low,Phone,52.3,19.9,Resolved,Yes,No,85.3,5,95.9
INT-03863,2025-04-14,Agent_13,Account Blocked,Medium,WhatsApp,108.7,20.0,Escalated,Yes,No,87.7,4,93.4
INT-04858,2025-04-14,Agent_17,General Inquiry,Medium,Email,69.8,15.4,Resolved,Yes,No,89.6,4,93.5
INT-00014,2025-04-14,Agent_12,Account Blocked,Critical,Chat,107.0,37.7,In Progress,Yes,No,79.8,5,88.3
INT-00063,2025-04-14,Agent_12,Product Defect,Low,Email,70.7,32.7,Resolved,Yes,No,79.7,4,98.4
INT-00118,2025-04-14,Agent_06,General Inquiry,Low,Phone,66.8,30.1,Resolved,Yes,No,98.9,5,91.0
INT-04211,2025-04-14,Agent_02,Delivery Delay,High,Phone,55.5,54.4,Resolved,Yes,No,68.2,4,85.8
INT-04952,2025-04-14,Agent_13,App Crash,Critical,Phone,114.3,53.8,Resolved,No,No,63.8,3,86.7
INT-01035,2025-04-14,Agent_02,Account Blocked,High,Chat,53.2,53.4,Resolved,No,No,71.4,5,89.1
INT-03397,2025-04-14,Agent_16,Refund Issue,Medium,Phone,48.8,33.7,In Progress,Yes,No,91.9,4,92.5
INT-01824,2025-04-14,Agent_04,Product Defect,Low,Phone,145.7,25.0,Resolved,No,No,75.9,4,85.8
INT-02677,2025-04-14,Agent_15,Payment Issue,High,Phone,85.1,48.2,Resolved,Yes,No,86.6,5,88.3
INT-03631,2025-04-14,Agent_18,Payment Issue,Low,Phone,51.1,44.1,Resolved,Yes,No,91.2,5,99.9
INT-04606,2025-04-14,Agent_03,Refund Issue,Critical,Phone,56.6,60.6,Resolved,Yes,No,67.4,5,88.3
INT-00355,2025-04-14,Agent_09,Product Defect,Medium,Email,105.7,47.1,Resolved,Yes,No,76.6,4,87.6
INT-02633,2025-04-14,Agent_16,Login Issue,Low,Chat,41.6,21.5,Resolved,Yes,No,94.1,5,96.9
INT-04030,2025-04-14,Agent_18,Payment Issue,High,Phone,98.9,31.1,Escalated,Yes,No,82.6,5,93.8
INT-03516,2025-04-14,Agent_17,Login Issue,Medium,Chat,157.6,24.2,Resolved,No,No,88.1,5,91.4
INT-04790,2025-04-14,Agent_06,Account Blocked,High,Chat,73.0,39.1,Resolved,Yes,No,85.7,5,92.7
INT-01117,2025-04-14,Agent_19,General Inquiry,Critical,Phone,112.3,38.1,Escalated,Yes,No,88.8,5,94.4
INT-01197,2025-04-14,Agent_13,Product Defect,Medium,WhatsApp,65.2,37.5,Resolved,Yes,No,80.4,5,93.4
INT-02325,2025-04-14,Agent_08,Login Issue,Medium,Email,105.0,41.9,In Progress,Yes,No,82.8,4,86.6
INT-01115,2025-04-14,Agent_14,General Inquiry,Low,Phone,52.7,16.5,Resolved,No,No,87.3,5,92.9
INT-01651,2025-04-14,Agent_16,Account Blocked,Medium,Chat,139.3,37.9,Escalated,Yes,No,85.7,4,100.0
INT-04715,2025-04-14,Agent_01,Refund Issue,High,Phone,76.2,75.9,In Progress,Yes,No,77.5,5,95.8
INT-01049,2025-04-14,Agent_10,Payment Issue,Critical,Chat,76.9,80.4,Resolved,Yes,No,77.2,4,92.8
INT-02328,2025-04-14,Agent_04,App Crash,High,Phone,162.5,39.1,Escalated,Yes,Yes,67.0,4,85.4
INT-00270,2025-04-14,Agent_06,General Inquiry,High,WhatsApp,135.4,20.6,Resolved,No,No,75.8,4,89.5
INT-00343,2025-04-14,Agent_09,Login Issue,High,WhatsApp,107.4,87.8,Resolved,No,No,65.8,4,91.7
INT-01387,2025-04-14,Agent_11,Account Blocked,High,Phone,67.7,38.0,In Progress,Yes,No,81.6,5,89.6
INT-03902,2025-04-14,Agent_03,Account Blocked,Medium,Chat,83.9,24.9,Resolved,Yes,No,82.3,4,97.9
INT-00234,2025-04-14,Agent_19,Login Issue,High,WhatsApp,69.6,35.4,Resolved,No,No,90.2,4,90.4
INT-02571,2025-04-14,Agent_05,Payment Issue,Medium,Phone,58.6,37.9,Resolved,No,No,73.5,4,94.0
INT-01048,2025-04-14,Agent_05,Account Blocked,High,Chat,97.3,46.5,Escalated,Yes,Yes,68.9,3,83.5
INT-03925,2025-04-14,Agent_11,Account Blocked,Medium,Email,58.2,49.7,Resolved,Yes,No,80.2,5,92.7
INT-03892,2025-04-14,Agent_01,App Crash,Medium,Phone,124.3,44.0,Resolved,Yes,No,79.9,4,90.3
INT-02984,2025-04-14,Agent_20,Refund Issue,Low,WhatsApp,56.1,41.1,Escalated,Yes,No,89.8,5,86.4
INT-00809,2025-04-14,Agent_13,Product Defect,Medium,WhatsApp,72.2,26.3,Resolved,No,No,84.4,5,100.0
INT-01105,2025-04-14,Agent_09,Delivery Delay,High,Phone,120.7,65.3,Resolved,Yes,No,73.1,4,88.9
INT-03790,2025-04-15,Agent_01,General Inquiry,Low,Chat,124.2,34.4,Resolved,No,No,87.7,5,87.4
INT-03234,2025-04-15,Agent_20,Product Defect,Medium,Phone,59.2,77.3,Resolved,Yes,No,95.3,4,88.0
INT-02063,2025-04-15,Agent_02,General Inquiry,Low,WhatsApp,108.7,24.2,Resolved,Yes,No,86.3,4,92.7
INT-00720,2025-04-15,Agent_02,General Inquiry,Medium,Phone,33.6,18.0,Resolved,Yes,No,84.3,5,83.0
INT-00632,2025-04-15,Agent_15,Account Blocked,High,Phone,125.6,48.6,Resolved,Yes,No,86.8,4,97.1
INT-02580,2025-04-15,Agent_17,Refund Issue,Critical,Phone,70.8,52.7,Escalated,Yes,No,79.7,4,91.4
INT-03172,2025-04-15,Agent_06,Account Blocked,Medium,Phone,52.6,30.9,Resolved,Yes,No,92.4,5,94.5
INT-01191,2025-04-15,Agent_13,Product Defect,Critical,WhatsApp,151.5,61.2,Escalated,No,Yes,60.7,3,86.4
INT-01880,2025-04-15,Agent_12,Delivery Delay,Medium,Phone,106.0,35.8,In Progress,Yes,No,89.6,5,95.4
INT-01968,2025-04-15,Agent_08,Payment Issue,Critical,Phone,53.1,42.5,Escalated,No,No,79.0,4,87.4
INT-01569,2025-04-15,Agent_19,Delivery Delay,High,Email,98.3,49.7,Resolved,Yes,No,88.8,5,89.4
INT-02345,2025-04-15,Agent_11,Delivery Delay,Medium,Email,91.6,28.8,Resolved,Yes,No,80.9,4,93.6
INT-04082,2025-04-15,Agent_01,Refund Issue,Medium,Email,74.2,46.0,Resolved,Yes,No,83.4,5,88.5
INT-03943,2025-04-15,Agent_14,Payment Issue,Low,WhatsApp,81.1,37.6,Escalated,Yes,No,94.1,5,95.6
INT-00544,2025-04-15,Agent_13,Payment Issue,Low,Phone,151.6,45.1,Resolved,No,No,83.2,4,94.1
INT-01904,2025-04-15,Agent_11,Refund Issue,Low,Email,84.4,29.5,Escalated,Yes,No,88.1,5,92.9
INT-03210,2025-04-15,Agent_06,Product Defect,High,Email,79.7,33.4,Resolved,Yes,No,73.6,5,90.0
INT-03717,2025-04-15,Agent_05,Delivery Delay,High,WhatsApp,58.5,51.8,Escalated,Yes,No,70.9,4,90.3
INT-00519,2025-04-15,Agent_09,App Crash,High,Email,116.1,47.8,Resolved,Yes,No,73.9,4,85.2
INT-02509,2025-04-15,Agent_10,Product Defect,Medium,Email,45.1,43.1,Resolved,Yes,No,82.0,5,94.0
INT-03339,2025-04-15,Agent_08,Payment Issue,Low,Email,125.6,39.8,In Progress,Yes,No,83.8,4,92.4
INT-04335,2025-04-15,Agent_10,Delivery Delay,Medium,Phone,60.8,43.9,Resolved,Yes,No,81.8,5,93.3
INT-01015,2025-04-15,Agent_15,Login Issue,Low,Phone,105.9,11.9,Resolved,Yes,No,81.6,4,94.6
INT-04423,2025-04-16,Agent_16,General Inquiry,Low,Email,61.9,4.1,Resolved,Yes,No,97.8,4,90.8
INT-03273,2025-04-16,Agent_03,Login Issue,High,WhatsApp,136.5,67.3,Escalated,Yes,Yes,63.2,3,86.5
INT-03248,2025-04-16,Agent_05,Refund Issue,High,Phone,69.8,53.8,Resolved,Yes,No,79.3,5,96.8
INT-02161,2025-04-16,Agent_20,Delivery Delay,High,Phone,137.4,44.7,Resolved,Yes,No,78.7,3,90.3
INT-02192,2025-04-16,Agent_05,Login Issue,High,Chat,98.4,53.2,Resolved,Yes,No,73.2,4,87.9
INT-01820,2025-04-16,Agent_03,Refund Issue,Medium,Email,60.9,20.0,Resolved,Yes,No,78.5,5,85.5
INT-00419,2025-04-16,Agent_03,Payment Issue,Medium,Chat,107.5,23.7,Resolved,Yes,No,88.4,4,90.9
INT-01127,2025-04-16,Agent_03,Delivery Delay,Medium,Chat,96.9,53.0,Resolved,Yes,No,78.6,4,89.0
INT-00068,2025-04-16,Agent_10,Login Issue,Low,Chat,137.1,19.2,Escalated,Yes,No,91.2,5,97.0
INT-04108,2025-04-16,Agent_17,Delivery Delay,Medium,Phone,62.6,59.3,Escalated,No,No,80.7,5,89.0
INT-02842,2025-04-16,Agent_02,Refund Issue,Medium,Email,63.6,43.4,Resolved,Yes,No,78.2,4,91.5
INT-02669,2025-04-16,Agent_20,Payment Issue,Low,Phone,95.8,22.3,Resolved,Yes,No,94.1,5,98.9
INT-01855,2025-04-16,Agent_15,General Inquiry,Low,Phone,135.8,30.7,Resolved,Yes,No,100.0,5,92.4
INT-02832,2025-04-16,Agent_16,Login Issue,Medium,Phone,82.2,35.6,In Progress,Yes,No,89.9,4,99.3
INT-01334,2025-04-16,Agent_13,Delivery Delay,High,Chat,92.0,41.2,Resolved,Yes,No,81.6,4,95.0
INT-03917,2025-04-16,Agent_18,General Inquiry,Medium,Email,94.7,17.4,In Progress,Yes,No,96.1,5,95.0
INT-00783,2025-04-16,Agent_12,Payment Issue,Medium,Email,121.0,56.0,In Progress,No,No,87.6,5,91.7
INT-04573,2025-04-16,Agent_19,Product Defect,Low,WhatsApp,79.3,13.4,Resolved,Yes,No,97.9,5,94.4
INT-02309,2025-04-16,Agent_20,General Inquiry,Medium,Chat,80.1,40.3,Resolved,Yes,No,99.0,5,94.5
INT-02679,2025-04-16,Agent_14,Product Defect,High,WhatsApp,93.5,45.4,Resolved,Yes,No,71.8,4,90.2
INT-04007,2025-04-16,Agent_16,Product Defect,Medium,Phone,25.7,35.3,In Progress,Yes,No,87.3,4,94.3
INT-04516,2025-04-17,Agent_20,General Inquiry,High,Email,98.6,54.2,Resolved,Yes,No,89.5,5,84.8
INT-01980,2025-04-17,Agent_04,Refund Issue,Critical,Email,81.6,47.8,Resolved,Yes,No,67.1,4,83.6
INT-03450,2025-04-17,Agent_19,General Inquiry,Medium,Email,47.0,15.9,Resolved,Yes,No,92.3,5,93.0
INT-04511,2025-04-17,Agent_05,Account Blocked,Medium,Email,87.0,26.5,Resolved,No,No,75.4,5,86.1
INT-00845,2025-04-17,Agent_04,Account Blocked,Medium,Email,97.3,47.7,Resolved,Yes,No,70.6,4,88.6
INT-03005,2025-04-17,Agent_03,General Inquiry,High,WhatsApp,119.8,27.7,Resolved,No,No,75.5,5,92.8
INT-03274,2025-04-17,Agent_11,Login Issue,Medium,Phone,152.1,44.8,Escalated,No,Yes,81.4,3,77.7
INT-02788,2025-04-17,Agent_07,Product Defect,Low,Chat,57.5,51.4,Resolved,No,No,71.1,4,89.5
INT-04498,2025-04-17,Agent_08,Refund Issue,Medium,Chat,72.6,45.2,In Progress,Yes,No,83.8,4,92.0
INT-01112,2025-04-17,Agent_18,Login Issue,High,Email,98.3,68.1,Resolved,Yes,No,84.1,5,92.0
INT-03378,2025-04-17,Agent_06,Delivery Delay,High,Phone,51.7,41.5,In Progress,Yes,No,81.1,4,87.9
INT-02136,2025-04-17,Agent_08,Login Issue,Medium,WhatsApp,38.1,22.7,Resolved,Yes,No,92.0,5,95.6
INT-01353,2025-04-17,Agent_14,Delivery Delay,Medium,Email,55.1,43.9,Resolved,Yes,No,79.8,5,93.0
INT-04528,2025-04-17,Agent_01,Delivery Delay,High,Chat,79.1,70.5,Resolved,Yes,No,68.0,4,83.9
INT-00005,2025-04-17,Agent_05,Product Defect,Medium,Phone,67.3,29.5,In Progress,Yes,No,90.7,5,89.6
INT-01635,2025-04-17,Agent_06,Delivery Delay,Low,Chat,153.2,25.6,In Progress,Yes,No,81.5,4,94.9
INT-02996,2025-04-17,Agent_17,Product Defect,Medium,Phone,84.3,44.3,Resolved,Yes,No,88.3,4,99.2
INT-01618,2025-04-17,Agent_16,Delivery Delay,Low,Email,84.3,17.6,Resolved,Yes,No,85.7,5,92.8
INT-01535,2025-04-17,Agent_18,Payment Issue,Medium,Phone,101.8,37.0,Resolved,Yes,No,94.7,5,88.5
INT-04635,2025-04-17,Agent_09,General Inquiry,Medium,WhatsApp,52.1,37.7,Resolved,Yes,No,91.7,5,87.5
INT-04001,2025-04-17,Agent_09,App Crash,Low,WhatsApp,107.8,12.9,Escalated,Yes,Yes,81.0,3,89.1
INT-04741,2025-04-17,Agent_17,General Inquiry,Medium,Phone,30.6,28.1,Resolved,Yes,No,97.0,5,89.0
INT-00873,2025-04-17,Agent_15,General Inquiry,High,Phone,59.6,78.5,Resolved,No,No,82.3,5,95.3
INT-02847,2025-04-17,Agent_09,Account Blocked,Critical,Phone,197.2,41.8,Resolved,Yes,No,72.7,3,86.1
INT-03740,2025-04-17,Agent_07,Account Blocked,Medium,Phone,58.1,25.9,Escalated,Yes,No,75.1,4,84.5
INT-02850,2025-04-17,Agent_03,Account Blocked,High,Phone,35.9,66.3,In Progress,No,No,62.7,4,94.2
INT-01469,2025-04-18,Agent_05,Product Defect,High,Chat,191.5,46.9,Resolved,No,No,66.6,3,87.0
INT-01393,2025-04-18,Agent_08,Login Issue,High,Email,174.0,39.7,Resolved,Yes,No,71.6,4,87.2
INT-03770,2025-04-18,Agent_19,Delivery Delay,Critical,Email,203.9,73.3,Escalated,No,Yes,55.0,3,81.6
INT-03050,2025-04-18,Agent_04,Delivery Delay,Low,Phone,30.5,59.0,Escalated,Yes,No,82.7,4,90.3
INT-02831,2025-04-18,Agent_20,Payment Issue,Critical,Phone,165.7,49.9,In Progress,No,No,74.2,4,90.3
INT-03051,2025-04-18,Agent_13,Login Issue,Critical,Email,143.1,50.1,Resolved,Yes,No,78.9,4,91.9
INT-04371,2025-04-18,Agent_01,Login Issue,High,Email,80.5,51.6,Escalated,Yes,Yes,65.6,3,81.9
INT-01174,2025-04-18,Agent_16,Payment Issue,Medium,Phone,174.5,45.1,In Progress,No,No,80.0,4,97.7
INT-02329,2025-04-18,Agent_18,App Crash,High,Email,56.6,32.4,Escalated,Yes,No,88.8,5,99.4
INT-04609,2025-04-18,Agent_05,Refund Issue,High,Phone,195.1,48.7,Resolved,Yes,No,66.1,4,91.3
INT-02131,2025-04-18,Agent_09,General Inquiry,Medium,Chat,91.2,42.6,Escalated,Yes,No,93.5,5,90.2
INT-03551,2025-04-18,Agent_17,Account Blocked,Medium,Phone,176.2,67.3,Escalated,Yes,Yes,83.7,4,85.9
INT-00035,2025-04-18,Agent_05,Login Issue,Medium,Email,65.7,19.6,Resolved,Yes,No,80.8,5,85.0
INT-03073,2025-04-18,Agent_11,Login Issue,Medium,Chat,68.2,27.4,Escalated,Yes,Yes,75.8,3,86.0
INT-00156,2025-04-18,Agent_18,General Inquiry,Medium,Chat,46.5,55.3,Resolved,No,No,85.7,4,95.8
INT-01991,2025-04-18,Agent_18,Payment Issue,Low,Chat,90.0,51.2,Resolved,No,No,86.3,4,91.6
INT-00618,2025-04-18,Agent_13,Payment Issue,High,Phone,142.5,50.9,Resolved,No,No,80.6,4,85.8
INT-01296,2025-04-18,Agent_02,Payment Issue,Medium,WhatsApp,45.1,63.6,Resolved,No,No,71.0,4,89.5
INT-02663,2025-04-18,Agent_02,Login Issue,Medium,Email,97.2,23.9,Resolved,Yes,No,75.4,4,82.6
INT-03300,2025-04-18,Agent_01,Refund Issue,Medium,Phone,48.9,48.2,In Progress,No,No,76.3,5,98.0
INT-01451,2025-04-18,Agent_02,Refund Issue,High,WhatsApp,50.8,65.9,Escalated,Yes,No,62.4,4,86.2
INT-02673,2025-04-18,Agent_01,Refund Issue,Low,Chat,94.7,21.0,Resolved,No,No,69.9,5,88.8
INT-03994,2025-04-18,Agent_09,Payment Issue,Medium,Phone,92.5,28.8,Escalated,No,Yes,69.8,3,89.8
INT-01458,2025-04-18,Agent_15,Refund Issue,High,Phone,113.0,33.8,Escalated,Yes,Yes,71.5,4,86.5
INT-03388,2025-04-18,Agent_08,Account Blocked,Low,Chat,240.0,27.2,Resolved,Yes,No,86.8,4,90.5
INT-02174,2025-04-18,Agent_04,Payment Issue,Low,WhatsApp,34.1,14.9,Resolved,No,No,80.0,5,81.4
INT-04983,2025-04-18,Agent_05,Product Defect,High,Chat,108.5,57.9,In Progress,Yes,No,71.6,4,90.4
INT-02229,2025-04-18,Agent_06,Account Blocked,Critical,Phone,126.3,42.6,Resolved,No,No,61.6,4,90.1
INT-01896,2025-04-18,Agent_06,Payment Issue,Medium,Phone,122.7,59.2,Resolved,Yes,No,76.7,4,94.8
INT-04040,2025-04-18,Agent_10,Account Blocked,Medium,WhatsApp,40.2,37.6,Resolved,No,No,77.8,4,93.2
INT-00403,2025-04-18,Agent_06,Payment Issue,High,Phone,166.1,27.7,Resolved,Yes,No,65.3,3,93.2
INT-02823,2025-04-18,Agent_03,Login Issue,Medium,Phone,84.3,35.0,In Progress,Yes,No,75.7,4,90.5
INT-04693,2025-04-18,Agent_05,Product Defect,Low,Chat,117.6,22.5,Resolved,Yes,No,85.2,4,95.3
INT-03966,2025-04-18,Agent_20,Payment Issue,Medium,Email,38.7,34.0,Resolved,Yes,No,100.0,5,100.0
INT-01314,2025-04-19,Agent_13,Payment Issue,High,Phone,82.9,44.4,In Progress,Yes,No,86.8,5,88.6
INT-03476,2025-04-19,Agent_11,Refund Issue,High,Email,126.2,47.9,Resolved,No,No,71.8,4,97.0
INT-04874,2025-04-19,Agent_19,General Inquiry,Medium,Chat,108.1,39.8,Escalated,Yes,Yes,87.0,4,96.3
INT-00302,2025-04-19,Agent_16,Payment Issue,Low,Chat,83.0,10.9,Resolved,No,No,91.2,4,88.9
INT-02264,2025-04-19,Agent_10,General Inquiry,Critical,Email,154.3,47.7,Resolved,Yes,No,74.9,4,96.7
INT-04140,2025-04-19,Agent_11,Refund Issue,High,Phone,61.6,46.7,Escalated,Yes,Yes,69.7,3,84.8
INT-03019,2025-04-19,Agent_03,Account Blocked,Low,Email,160.0,23.2,Resolved,Yes,No,85.1,4,87.0
INT-00607,2025-04-19,Agent_20,Payment Issue,Medium,WhatsApp,58.8,18.9,Resolved,Yes,No,97.2,5,97.8
INT-02542,2025-04-19,Agent_03,General Inquiry,Low,Chat,176.8,6.2,Escalated,Yes,No,76.0,3,93.1
INT-01081,2025-04-19,Agent_14,Account Blocked,Medium,Chat,137.5,36.7,Escalated,Yes,No,76.7,5,89.0
INT-01422,2025-04-19,Agent_03,Account Blocked,Critical,WhatsApp,127.3,72.5,Escalated,Yes,No,69.5,4,83.9
INT-04112,2025-04-19,Agent_14,Login Issue,Medium,Chat,77.2,56.7,Resolved,No,No,80.2,4,91.8
INT-02086,2025-04-19,Agent_19,Refund Issue,Low,Chat,17.6,16.2,Resolved,Yes,No,89.6,5,95.7
INT-03250,2025-04-19,Agent_15,Payment Issue,High,Chat,92.6,61.0,In Progress,Yes,No,91.1,5,96.4
INT-01654,2025-04-19,Agent_15,Login Issue,High,Chat,58.0,43.1,In Progress,Yes,No,93.0,4,99.2
INT-00578,2025-04-19,Agent_11,Account Blocked,Low,WhatsApp,45.0,44.7,Resolved,Yes,No,85.3,5,87.7
INT-04099,2025-04-19,Agent_13,General Inquiry,Low,Phone,82.9,8.5,Resolved,No,No,76.1,5,96.9
INT-04545,2025-04-19,Agent_13,Refund Issue,Medium,Email,76.1,39.6,Resolved,Yes,No,93.2,5,93.9
INT-02992,2025-04-19,Agent_03,Payment Issue,High,Phone,130.5,33.4,Resolved,Yes,No,80.1,5,90.4
INT-04075,2025-04-19,Agent_10,Account Blocked,Critical,Phone,113.9,52.1,Resolved,Yes,No,69.0,4,94.3
INT-03437,2025-04-19,Agent_02,Payment Issue,Low,Chat,15.5,20.0,Resolved,Yes,No,86.4,5,91.3
INT-01379,2025-04-19,Agent_18,Login Issue,Low,Chat,95.5,18.6,In Progress,Yes,No,83.8,5,88.4
INT-00407,2025-04-19,Agent_04,Account Blocked,Low,Phone,21.4,45.6,Resolved,Yes,No,82.0,4,92.8
INT-04238,2025-04-19,Agent_14,General Inquiry,Low,Phone,31.1,42.6,Resolved,No,No,85.1,5,88.9
INT-00892,2025-04-19,Agent_20,Payment Issue,Medium,Phone,103.0,22.4,Resolved,Yes,No,92.2,5,93.7
INT-03803,2025-04-19,Agent_04,App Crash,Critical,WhatsApp,80.7,87.8,Resolved,Yes,No,72.1,4,85.8
INT-00864,2025-04-19,Agent_11,Account Blocked,Medium,Email,72.9,51.5,Escalated,No,No,90.7,5,92.3
INT-03569,2025-04-19,Agent_05,Login Issue,Low,Phone,101.0,23.2,Resolved,Yes,No,87.4,4,86.0
INT-00702,2025-04-19,Agent_06,Product Defect,High,Phone,82.1,62.4,Escalated,No,Yes,62.1,3,87.2
INT-03484,2025-04-19,Agent_02,General Inquiry,Critical,Chat,45.1,43.4,Resolved,Yes,No,85.2,5,91.9
INT-04582,2025-04-19,Agent_19,Payment Issue,Medium,Chat,59.7,59.3,Escalated,Yes,Yes,73.7,4,88.9
INT-00910,2025-04-19,Agent_11,Product Defect,Low,Email,25.7,23.0,Resolved,No,No,78.2,5,92.5
INT-03494,2025-04-19,Agent_01,Refund Issue,Medium,Phone,52.2,41.8,Resolved,Yes,No,74.6,4,93.1
INT-02749,2025-04-19,Agent_20,General Inquiry,Low,Email,87.7,3.9,In Progress,Yes,No,99.0,4,95.0
INT-02793,2025-04-19,Agent_17,Login Issue,Medium,Chat,99.4,56.0,Escalated,No,Yes,74.1,4,93.7
INT-03304,2025-04-19,Agent_17,Payment Issue,Medium,Phone,154.1,38.3,Escalated,Yes,No,92.0,5,100.0
INT-04464,2025-04-20,Agent_17,Refund Issue,Low,WhatsApp,40.6,18.1,Resolved,Yes,No,85.7,5,94.9
INT-04917,2025-04-20,Agent_05,Payment Issue,Critical,Phone,73.8,60.0,Resolved,Yes,No,75.5,4,82.1
INT-04571,2025-04-20,Agent_06,Login Issue,Medium,Phone,225.3,36.4,Resolved,Yes,No,70.5,3,90.4
INT-03136,2025-04-20,Agent_17,General Inquiry,High,Chat,85.8,64.6,Resolved,Yes,No,96.2,5,90.2
INT-04820,2025-04-20,Agent_10,Login Issue,Low,Email,35.2,22.2,Escalated,Yes,Yes,81.5,3,89.8
INT-01777,2025-04-20,Agent_07,Login Issue,Low,Email,214.8,21.7,In Progress,Yes,No,87.2,4,95.3
INT-03174,2025-04-20,Agent_05,Payment Issue,High,Chat,155.5,50.6,Resolved,Yes,No,83.7,4,89.2
INT-00738,2025-04-20,Agent_15,General Inquiry,High,Chat,128.6,81.5,Resolved,Yes,No,74.3,4,87.4
INT-04856,2025-04-20,Agent_06,Delivery Delay,Low,Phone,103.7,22.1,Resolved,Yes,No,82.1,4,88.7
INT-00278,2025-04-20,Agent_02,Refund Issue,Low,Phone,125.3,8.7,Escalated,Yes,No,81.2,4,95.1
INT-01533,2025-04-20,Agent_17,General Inquiry,High,Phone,58.2,41.5,Resolved,Yes,No,90.3,5,90.7
INT-02939,2025-04-20,Agent_15,Refund Issue,Low,Chat,109.7,37.4,Resolved,Yes,No,94.3,5,90.7
INT-03008,2025-04-20,Agent_05,App Crash,High,Phone,142.7,67.0,Resolved,Yes,No,70.2,3,89.1
INT-02395,2025-04-20,Agent_17,Payment Issue,Medium,Phone,117.2,53.5,Resolved,No,No,73.6,4,100.0
INT-03700,2025-04-20,Agent_08,Payment Issue,Low,Phone,41.8,35.7,Resolved,Yes,No,87.0,5,92.2
INT-01233,2025-04-20,Agent_03,Product Defect,Medium,Phone,106.3,44.0,Resolved,No,No,62.3,4,88.5
INT-02746,2025-04-20,Agent_04,Product Defect,High,WhatsApp,78.9,82.7,Escalated,Yes,No,65.1,5,84.4
INT-02552,2025-04-20,Agent_02,General Inquiry,Medium,Phone,62.9,18.4,Escalated,No,No,82.4,4,91.0
INT-02107,2025-04-20,Agent_04,Account Blocked,Medium,Email,33.3,31.8,Resolved,Yes,No,81.8,4,92.2
INT-01143,2025-04-20,Agent_18,Login Issue,High,Email,94.4,92.6,Resolved,No,No,65.2,5,91.1
INT-00055,2025-04-21,Agent_11,Delivery Delay,Medium,Phone,68.3,64.0,Resolved,Yes,No,81.5,4,90.5
INT-00311,2025-04-21,Agent_20,Login Issue,High,WhatsApp,49.2,49.8,In Progress,Yes,No,97.5,5,98.7
INT-03509,2025-04-21,Agent_17,App Crash,High,Phone,135.8,44.9,Escalated,No,Yes,73.3,4,92.1
INT-04199,2025-04-21,Agent_02,Product Defect,Medium,WhatsApp,83.4,88.5,Escalated,Yes,No,74.8,5,92.2
INT-02567,2025-04-21,Agent_02,App Crash,Critical,Phone,165.9,70.6,Escalated,No,Yes,57.4,3,73.4
INT-00895,2025-04-21,Agent_11,General Inquiry,High,Phone,109.4,51.1,Resolved,Yes,No,84.0,4,90.8
INT-00894,2025-04-21,Agent_07,Account Blocked,Medium,Email,73.4,42.2,Resolved,Yes,No,79.8,5,94.8
INT-01989,2025-04-21,Agent_02,Refund Issue,Critical,Email,145.2,66.3,Resolved,Yes,No,66.4,3,90.4
INT-02664,2025-04-21,Agent_12,Login Issue,Low,Email,50.1,48.0,Resolved,Yes,No,89.5,4,93.5
INT-03846,2025-04-21,Agent_14,Refund Issue,Medium,Email,152.6,45.5,Resolved,Yes,No,80.3,4,93.8
INT-01116,2025-04-21,Agent_18,Delivery Delay,Critical,Email,71.3,49.9,Resolved,Yes,No,87.4,5,84.3
INT-02667,2025-04-21,Agent_07,General Inquiry,Medium,Email,170.6,68.9,Escalated,No,Yes,58.3,3,90.3
