Interaction_ID,Customer_ID,Interaction_Date,Channel,Team,Customer_Segment,Issue_Category,Priority,Agent_ID,Previous_Interactions,Response_Time_Min,Resolution_Time_Min,Escalated,FCR,CSAT,Resolution_Status,SLA_Breached,Date,Year,Month,Month_Name,Year_Month,Day_Name
INT104661,CUST16204,2025-10-01 03:00:00,Web,Technical Support,Consumer,Technical Issue,Medium,AG157,2,47.3,126.0,0,1,5.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT119308,CUST13203,2025-10-01 04:00:00,Web,Retention,Consumer,Delivery,Medium,AG168,3,49.9,104.4,0,1,5.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT129831,CUST16190,2025-10-01 05:00:00,Chat,Tier 1 Support,Premium,Delivery,Medium,AG148,3,63.1,67.3,0,1,4.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT111537,CUST10228,2025-10-01 06:00:00,Chat,Retention,Small Business,Technical Issue,Critical,AG103,3,67.4,147.2,0,0,4.0,Resolved,1,2025-10-01,2025,10,October,2025-10,Wednesday
INT120811,CUST18584,2025-10-01 06:00:00,Phone,Tier 1 Support,Consumer,Refund,Medium,AG107,3,16.3,40.8,0,1,5.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT118907,CUST14996,2025-10-01 06:00:00,Chat,Technical Support,Consumer,Technical Issue,Medium,AG110,2,16.5,143.2,0,1,5.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT124094,CUST18400,2025-10-01 06:00:00,Social Media,Tier 2 Support,Consumer,Technical Issue,Medium,AG163,0,71.4,119.3,0,1,5.0,Pending,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT125234,CUST17044,2025-10-01 06:00:00,Chat,Technical Support,Consumer,Refund,Critical,AG139,3,28.1,244.4,0,1,5.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT109887,CUST10159,2025-10-01 07:00:00,Chat,Retention,Premium,Delivery,Low,AG129,0,97.6,93.7,0,1,5.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT107834,CUST11799,2025-10-01 07:00:00,Chat,Billing,Premium,Billing,Medium,AG131,4,43.2,64.4,1,0,4.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT115457,CUST11808,2025-10-01 08:00:00,Social Media,Tier 2 Support,Consumer,Delivery,High,AG160,3,113.9,195.2,1,1,3.0,Resolved,1,2025-10-01,2025,10,October,2025-10,Wednesday
INT117352,CUST10053,2025-10-01 08:00:00,Chat,Retention,Consumer,Technical Issue,Medium,AG153,6,40.3,94.9,0,1,5.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT128246,CUST18275,2025-10-01 09:00:00,Phone,Tier 2 Support,Premium,Billing,Medium,AG135,3,53.4,126.7,0,1,4.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT120895,CUST18283,2025-10-01 11:00:00,Phone,Tier 2 Support,Small Business,Cancellation,Low,AG147,3,44.7,138.3,0,1,4.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT119656,CUST17629,2025-10-01 11:00:00,Chat,Technical Support,Premium,Cancellation,Critical,AG179,1,29.0,248.1,1,1,3.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT102448,CUST17125,2025-10-01 11:00:00,Phone,Tier 1 Support,Consumer,Account Access,Medium,AG149,3,39.8,58.6,0,1,5.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT104272,CUST16062,2025-10-01 11:00:00,Web,Retention,Enterprise,Delivery,Medium,AG113,3,70.8,121.7,0,1,4.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT104307,CUST12622,2025-10-01 12:00:00,Chat,Tier 1 Support,Consumer,Complaint,Medium,AG179,1,24.4,54.3,0,1,5.0,Pending,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT112338,CUST18125,2025-10-01 12:00:00,Phone,Technical Support,Premium,Billing,Low,AG126,3,55.9,111.0,0,1,5.0,Pending,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT101362,CUST18346,2025-10-01 13:00:00,Email,Technical Support,Small Business,Cancellation,Low,AG126,0,217.9,128.9,0,1,4.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT118543,CUST14299,2025-10-01 13:00:00,Chat,Technical Support,Enterprise,Refund,Low,AG167,1,60.0,105.4,0,1,5.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT129652,CUST15887,2025-10-01 13:00:00,Phone,Technical Support,Small Business,Account Access,Medium,AG140,3,12.8,130.9,0,1,5.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT110734,CUST13064,2025-10-01 14:00:00,Web,Retention,Consumer,Technical Issue,High,AG127,4,53.9,152.7,1,1,3.0,Resolved,1,2025-10-01,2025,10,October,2025-10,Wednesday
INT103683,CUST14399,2025-10-01 14:00:00,Email,Tier 1 Support,Consumer,Technical Issue,High,AG141,2,190.6,73.8,0,1,5.0,Resolved,1,2025-10-01,2025,10,October,2025-10,Wednesday
INT122060,CUST11394,2025-10-01 14:00:00,Web,Tier 1 Support,Consumer,Complaint,Critical,AG180,0,43.0,85.9,0,0,5.0,Resolved,1,2025-10-01,2025,10,October,2025-10,Wednesday
INT120804,CUST12233,2025-10-01 14:00:00,Email,Technical Support,Consumer,Delivery,Low,AG152,1,205.0,164.7,0,0,4.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT109613,CUST14591,2025-10-01 15:00:00,Web,Tier 1 Support,Consumer,Technical Issue,Medium,AG115,1,72.2,74.9,0,1,3.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT124862,CUST17701,2025-10-01 15:00:00,Chat,Tier 1 Support,Consumer,Account Access,Medium,AG108,3,21.3,88.5,0,0,5.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT108598,CUST15471,2025-10-01 16:00:00,Chat,Technical Support,Enterprise,Account Access,Medium,AG110,1,38.3,141.4,0,1,4.0,Pending,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT117094,CUST11570,2025-10-01 17:00:00,Email,Tier 1 Support,Consumer,Technical Issue,Medium,AG109,1,202.8,44.1,0,0,3.0,Resolved,1,2025-10-01,2025,10,October,2025-10,Wednesday
INT128550,CUST13377,2025-10-01 17:00:00,Web,Tier 2 Support,Premium,Product Inquiry,Medium,AG156,5,61.7,96.4,0,1,5.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT129444,CUST13727,2025-10-01 17:00:00,Phone,Technical Support,Consumer,Technical Issue,Medium,AG122,3,37.4,131.4,0,1,4.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT102735,CUST14924,2025-10-01 18:00:00,Email,Billing,Small Business,Account Access,Low,AG165,3,218.0,71.8,0,1,4.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT102593,CUST10821,2025-10-01 18:00:00,Email,Technical Support,Premium,Refund,High,AG154,5,196.2,173.2,1,0,3.0,Resolved,1,2025-10-01,2025,10,October,2025-10,Wednesday
INT117505,CUST17522,2025-10-01 19:00:00,Web,Technical Support,Premium,Product Inquiry,Medium,AG156,1,47.0,137.3,0,1,5.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT122003,CUST14321,2025-10-01 19:00:00,Web,Billing,Premium,Billing,Low,AG173,1,35.6,75.1,0,1,4.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT109468,CUST12620,2025-10-01 19:00:00,Chat,Billing,Consumer,Account Access,Medium,AG175,3,17.2,71.9,0,1,5.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT111096,CUST17817,2025-10-01 19:00:00,Chat,Tier 2 Support,Consumer,Product Inquiry,Medium,AG149,1,15.4,148.8,0,1,4.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT114179,CUST13902,2025-10-01 20:00:00,Email,Tier 1 Support,Premium,Account Access,Medium,AG161,0,235.3,74.7,1,1,4.0,Resolved,1,2025-10-01,2025,10,October,2025-10,Wednesday
INT102248,CUST14105,2025-10-01 21:00:00,Chat,Billing,Consumer,Account Access,High,AG119,2,36.3,86.3,1,1,4.0,Pending,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT116554,CUST12508,2025-10-01 22:00:00,Email,Billing,Consumer,Product Inquiry,Low,AG132,4,207.5,112.8,1,1,3.0,Pending,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT104191,CUST16208,2025-10-01 22:00:00,Email,Tier 2 Support,Consumer,Refund,High,AG101,4,214.4,135.4,1,0,4.0,Resolved,1,2025-10-01,2025,10,October,2025-10,Wednesday
INT112006,CUST18710,2025-10-01 22:00:00,Web,Tier 1 Support,Small Business,Complaint,Low,AG174,1,62.7,46.2,0,1,4.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT110124,CUST18392,2025-10-01 23:00:00,Social Media,Technical Support,Unknown,Delivery,Low,AG107,4,89.8,111.5,0,1,4.0,Resolved,0,2025-10-01,2025,10,October,2025-10,Wednesday
INT116420,CUST16302,2025-10-01 23:00:00,Web,Tier 2 Support,Small Business,Billing,High,AG151,1,60.3,142.0,0,0,4.0,Resolved,1,2025-10-01,2025,10,October,2025-10,Wednesday
INT112884,CUST12914,2025-10-02 00:00:00,Phone,Tier 2 Support,Premium,Technical Issue,High,AG123,6,53.0,140.9,0,1,5.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT127863,CUST10979,2025-10-02 01:00:00,Social Media,Technical Support,Premium,Account Access,Medium,AG101,0,78.1,127.5,1,1,4.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT125633,CUST11261,2025-10-02 01:00:00,Chat,Technical Support,Small Business,Complaint,Low,AG126,2,30.0,112.4,0,1,5.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT123367,CUST18440,2025-10-02 01:00:00,Social Media,Tier 2 Support,Small Business,Technical Issue,Low,AG147,3,77.0,82.6,0,0,5.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT107571,CUST15248,2025-10-02 02:00:00,Email,Retention,Consumer,Refund,Medium,AG102,0,247.3,118.0,0,1,3.0,Resolved,1,2025-10-02,2025,10,October,2025-10,Thursday
INT116081,CUST17946,2025-10-02 02:00:00,Phone,Technical Support,Consumer,Account Access,High,AG118,1,46.6,201.1,0,1,5.0,Pending,0,2025-10-02,2025,10,October,2025-10,Thursday
INT105291,CUST12537,2025-10-02 03:00:00,Email,Tier 1 Support,Consumer,Technical Issue,Medium,AG130,3,196.8,106.7,0,1,4.0,Resolved,1,2025-10-02,2025,10,October,2025-10,Thursday
INT103367,CUST13257,2025-10-02 03:00:00,Phone,Technical Support,Consumer,Account Access,Low,AG149,1,25.0,112.3,0,1,5.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT116457,CUST14340,2025-10-02 03:00:00,Chat,Tier 1 Support,Consumer,Delivery,Low,AG128,2,29.7,74.8,0,1,4.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT104062,CUST13725,2025-10-02 05:00:00,Email,Billing,Consumer,Cancellation,Medium,AG137,1,201.2,63.7,0,0,4.0,Resolved,1,2025-10-02,2025,10,October,2025-10,Thursday
INT111981,CUST14947,2025-10-02 05:00:00,Phone,Retention,Consumer,Delivery,Medium,AG109,3,45.9,110.8,0,1,5.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT121881,CUST11341,2025-10-02 05:00:00,Social Media,Tier 1 Support,Unknown,Technical Issue,Medium,AG103,1,88.1,59.4,0,1,4.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT106275,CUST14065,2025-10-02 06:00:00,Chat,Tier 1 Support,Premium,Product Inquiry,High,AG116,3,19.2,63.4,0,0,4.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT121926,CUST18961,2025-10-02 06:00:00,Web,Tier 1 Support,Small Business,Delivery,Medium,AG146,4,80.9,56.6,0,0,4.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT107575,CUST12621,2025-10-02 06:00:00,Phone,Tier 2 Support,Consumer,Refund,High,AG157,2,33.7,150.9,1,0,3.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT127870,CUST11789,2025-10-02 06:00:00,Email,Technical Support,Consumer,Delivery,Medium,AG125,2,207.9,167.6,0,1,3.0,Resolved,1,2025-10-02,2025,10,October,2025-10,Thursday
INT118150,CUST16589,2025-10-02 07:00:00,Social Media,Tier 1 Support,Consumer,Account Access,Low,AG106,1,86.8,44.2,0,1,5.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT104302,CUST14605,2025-10-02 07:00:00,Web,Tier 1 Support,Premium,Account Access,Low,AG143,3,50.2,87.8,0,1,5.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT118458,CUST12084,2025-10-02 07:00:00,Chat,Billing,Consumer,Cancellation,High,AG134,0,55.2,91.9,0,1,4.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT118865,CUST12421,2025-10-02 08:00:00,Chat,Tier 2 Support,Premium,Cancellation,Medium,AG119,2,34.1,114.2,0,1,5.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT100251,CUST16174,2025-10-02 09:00:00,Web,Technical Support,Consumer,Billing,Medium,AG157,0,38.7,127.9,0,1,5.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT129606,CUST15275,2025-10-02 10:00:00,Chat,Retention,Small Business,Delivery,Medium,AG176,4,72.2,95.8,0,0,4.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT124333,CUST18780,2025-10-02 10:00:00,Social Media,Tier 2 Support,Consumer,Delivery,Medium,AG142,0,101.2,117.4,0,1,4.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT106433,CUST17057,2025-10-02 11:00:00,Social Media,Retention,Consumer,Account Access,Low,AG122,2,114.2,85.5,0,1,4.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT123366,CUST11393,2025-10-02 11:00:00,Email,Technical Support,Small Business,Technical Issue,Low,AG167,2,217.4,138.7,0,1,4.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT108777,CUST14642,2025-10-02 11:00:00,Chat,Technical Support,Enterprise,Technical Issue,Low,AG153,1,43.3,167.0,0,1,4.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT121579,CUST12291,2025-10-02 11:00:00,Phone,Technical Support,Premium,Delivery,Medium,AG178,2,36.0,155.1,0,1,5.0,Pending,0,2025-10-02,2025,10,October,2025-10,Thursday
INT129968,CUST11903,2025-10-02 12:00:00,Web,Technical Support,Consumer,Billing,Medium,AG101,3,60.5,206.8,0,1,5.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT103664,CUST13267,2025-10-02 12:00:00,Email,Technical Support,Premium,Billing,High,AG172,3,219.8,171.8,0,1,4.0,Resolved,1,2025-10-02,2025,10,October,2025-10,Thursday
INT100823,CUST18057,2025-10-02 12:00:00,Web,Tier 1 Support,Consumer,Account Access,Medium,AG148,2,69.4,92.3,0,1,4.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT104178,CUST14853,2025-10-02 12:00:00,Email,Tier 1 Support,Consumer,Complaint,High,AG144,4,202.6,83.9,1,0,3.0,Transferred,1,2025-10-02,2025,10,October,2025-10,Thursday
INT106756,CUST12522,2025-10-02 13:00:00,Social Media,Tier 1 Support,Consumer,Refund,Low,AG167,3,79.7,34.1,0,0,4.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT104982,CUST14120,2025-10-02 13:00:00,Chat,Tier 1 Support,Enterprise,Product Inquiry,Low,AG121,1,13.1,37.3,0,1,5.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT120438,CUST14464,2025-10-02 13:00:00,Phone,Tier 1 Support,Small Business,Product Inquiry,Low,AG122,2,40.0,70.8,0,1,4.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT128142,CUST17239,2025-10-02 13:00:00,Email,Technical Support,Consumer,Delivery,High,AG154,6,214.9,191.5,1,1,3.0,Resolved,1,2025-10-02,2025,10,October,2025-10,Thursday
INT125924,CUST15303,2025-10-02 13:00:00,Web,Tier 2 Support,Enterprise,Refund,Low,AG176,3,43.0,87.3,0,1,5.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT122513,CUST18660,2025-10-02 14:00:00,Email,Tier 1 Support,Consumer,Product Inquiry,Low,AG159,2,222.3,55.2,1,0,3.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT122858,CUST11175,2025-10-02 14:00:00,Web,Billing,Consumer,Technical Issue,Medium,AG105,1,47.0,74.1,0,0,4.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT127121,CUST16977,2025-10-02 14:00:00,Phone,Technical Support,Consumer,Technical Issue,Medium,AG105,1,41.0,184.4,0,1,5.0,Pending,0,2025-10-02,2025,10,October,2025-10,Thursday
INT125656,CUST15681,2025-10-02 14:00:00,Web,Technical Support,Consumer,Product Inquiry,Medium,AG124,3,50.9,199.3,0,1,5.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT104354,CUST14052,2025-10-02 15:00:00,Chat,Technical Support,Premium,Refund,Medium,AG140,1,20.7,137.7,0,1,4.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT125142,CUST16438,2025-10-02 16:00:00,Email,Tier 1 Support,Consumer,Delivery,Low,AG156,3,198.1,41.0,1,1,3.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT111756,CUST17770,2025-10-02 16:00:00,Chat,Tier 1 Support,Consumer,Product Inquiry,Low,AG107,1,20.4,80.2,1,0,4.0,Pending,0,2025-10-02,2025,10,October,2025-10,Thursday
INT105040,CUST11886,2025-10-02 17:00:00,Email,Technical Support,Small Business,Account Access,Medium,AG140,3,53.9,145.1,0,1,4.0,Pending,1,2025-10-02,2025,10,October,2025-10,Thursday
INT126967,CUST17773,2025-10-02 17:00:00,Chat,Tier 1 Support,Consumer,Cancellation,Medium,AG122,2,50.4,52.3,0,0,4.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT117451,CUST11488,2025-10-02 18:00:00,Phone,Technical Support,Consumer,Billing,Low,AG173,4,15.5,136.4,0,1,5.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT113359,CUST12630,2025-10-02 18:00:00,Chat,Technical Support,Premium,Billing,High,AG136,1,55.3,188.0,1,0,3.0,Pending,0,2025-10-02,2025,10,October,2025-10,Thursday
INT127399,CUST15420,2025-10-02 19:00:00,Phone,Technical Support,Consumer,Product Inquiry,High,AG154,0,41.7,202.4,0,1,5.0,Pending,0,2025-10-02,2025,10,October,2025-10,Thursday
INT112055,CUST17925,2025-10-02 20:00:00,Chat,Tier 1 Support,Consumer,Account Access,High,AG104,1,49.4,64.4,0,1,4.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT117238,CUST10658,2025-10-02 20:00:00,Email,Tier 1 Support,Consumer,Product Inquiry,Low,AG135,0,205.6,50.0,0,0,4.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT111857,CUST18496,2025-10-02 21:00:00,Social Media,Tier 1 Support,Consumer,Account Access,Low,AG166,3,82.6,73.8,0,0,4.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT121458,CUST15730,2025-10-02 21:00:00,Email,Technical Support,Premium,Account Access,Low,AG127,3,206.3,164.2,1,1,4.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT120194,CUST15676,2025-10-02 22:00:00,Chat,Technical Support,Enterprise,Technical Issue,High,AG115,3,30.0,188.8,0,1,5.0,Pending,0,2025-10-02,2025,10,October,2025-10,Thursday
INT111198,CUST17410,2025-10-02 22:00:00,Email,Retention,Consumer,Product Inquiry,High,AG136,3,235.8,186.5,0,1,4.0,Resolved,1,2025-10-02,2025,10,October,2025-10,Thursday
INT127861,CUST10009,2025-10-02 23:00:00,Email,Technical Support,Consumer,Technical Issue,Medium,AG149,2,210.5,130.1,0,0,4.0,Resolved,1,2025-10-02,2025,10,October,2025-10,Thursday
INT104941,CUST13436,2025-10-02 23:00:00,Web,Tier 1 Support,Consumer,Product Inquiry,Medium,AG117,0,44.5,49.4,0,1,5.0,Resolved,0,2025-10-02,2025,10,October,2025-10,Thursday
INT127669,CUST15425,2025-10-03 00:00:00,Social Media,Retention,Premium,Refund,High,AG131,5,83.7,115.6,0,1,4.0,Pending,1,2025-10-03,2025,10,October,2025-10,Friday
INT100986,CUST12989,2025-10-03 00:00:00,Phone,Tier 2 Support,Consumer,Technical Issue,Medium,AG154,0,28.3,101.9,0,1,4.0,Resolved,0,2025-10-03,2025,10,October,2025-10,Friday
INT118226,CUST14600,2025-10-03 01:00:00,Chat,Tier 2 Support,Enterprise,Billing,Low,AG148,3,43.1,89.1,0,1,5.0,Resolved,0,2025-10-03,2025,10,October,2025-10,Friday
INT121634,CUST14363,2025-10-03 01:00:00,Web,Tier 1 Support,Consumer,Account Access,Critical,AG167,9,56.9,122.0,0,0,4.0,Resolved,1,2025-10-03,2025,10,October,2025-10,Friday
INT102869,CUST13770,2025-10-03 02:00:00,Chat,Retention,Premium,Complaint,Low,AG135,1,40.8,68.3,0,1,4.0,Resolved,0,2025-10-03,2025,10,October,2025-10,Friday
INT126705,CUST12615,2025-10-03 03:00:00,Social Media,Retention,Consumer,Technical Issue,Medium,AG102,1,118.5,88.8,0,1,4.0,Pending,0,2025-10-03,2025,10,October,2025-10,Friday
INT129819,CUST16244,2025-10-03 03:00:00,Phone,Tier 1 Support,Premium,Billing,High,AG108,1,25.1,68.8,0,1,5.0,Pending,0,2025-10-03,2025,10,October,2025-10,Friday
INT106690,CUST17395,2025-10-03 03:00:00,Social Media,Technical Support,Consumer,Delivery,Critical,AG154,1,124.2,255.1,1,1,4.0,Resolved,1,2025-10-03,2025,10,October,2025-10,Friday
INT113198,CUST10250,2025-10-03 04:00:00,Email,Tier 1 Support,Consumer,Cancellation,Medium,AG121,3,219.0,100.7,0,1,5.0,Resolved,1,2025-10-03,2025,10,October,2025-10,Friday
INT108688,CUST11908,2025-10-03 04:00:00,Email,Tier 2 Support,Enterprise,Product Inquiry,Medium,AG178,2,191.0,102.4,0,1,3.0,Resolved,1,2025-10-03,2025,10,October,2025-10,Friday
INT111836,CUST16578,2025-10-03 05:00:00,Phone,Tier 2 Support,Consumer,Delivery,High,AG146,1,39.5,155.8,0,1,5.0,Resolved,0,2025-10-03,2025,10,October,2025-10,Friday
INT117726,CUST17821,2025-10-03 05:00:00,Chat,Tier 1 Support,Enterprise,Refund,High,AG169,2,29.5,134.8,0,1,4.0,Resolved,0,2025-10-03,2025,10,October,2025-10,Friday
INT121222,CUST12925,2025-10-03 06:00:00,Web,Tier 1 Support,Enterprise,Technical Issue,Medium,AG173,2,58.1,37.0,0,1,5.0,Resolved,0,2025-10-03,2025,10,October,2025-10,Friday
INT109736,CUST11515,2025-10-03 06:00:00,Chat,Tier 1 Support,Consumer,Technical Issue,Medium,AG161,3,37.8,35.9,0,0,4.0,Resolved,0,2025-10-03,2025,10,October,2025-10,Friday
INT128177,CUST16874,2025-10-03 07:00:00,Email,Retention,Premium,Billing,Low,AG142,1,208.9,62.0,0,1,4.0,Resolved,0,2025-10-03,2025,10,October,2025-10,Friday
INT119811,CUST16364,2025-10-03 08:00:00,Phone,Technical Support,Consumer,Complaint,High,AG102,1,55.2,191.2,0,1,4.0,Resolved,0,2025-10-03,2025,10,October,2025-10,Friday
INT117023,CUST18426,2025-10-03 08:00:00,Email,Tier 2 Support,Consumer,Billing,Low,AG132,5,207.5,128.4,0,0,2.0,Resolved,0,2025-10-03,2025,10,October,2025-10,Friday
INT101837,CUST13271,2025-10-03 09:00:00,Email,Technical Support,Small Business,Delivery,High,AG152,2,247.7,183.9,0,1,4.0,Resolved,1,2025-10-03,2025,10,October,2025-10,Friday
INT115000,CUST10835,2025-10-03 09:00:00,Web,Retention,Consumer,Account Access,Medium,AG101,2,41.2,86.0,1,1,4.0,Transferred,0,2025-10-03,2025,10,October,2025-10,Friday
INT121702,CUST11307,2025-10-03 09:00:00,Web,Tier 2 Support,Small Business,Cancellation,Low,AG145,4,41.7,81.6,0,1,5.0,Resolved,0,2025-10-03,2025,10,October,2025-10,Friday
INT118842,CUST11750,2025-10-03 09:00:00,Email,Tier 1 Support,Premium,Technical Issue,Medium,AG110,1,200.3,75.8,1,1,3.0,Resolved,1,2025-10-03,2025,10,October,2025-10,Friday
INT114386,CUST10848,2025-10-03 09:00:00,Email,Tier 2 Support,Consumer,Refund,Low,AG135,3,197.0,118.7,0,1,3.0,Resolved,0,2025-10-03,2025,10,October,2025-10,Friday
INT128394,CUST13640,2025-10-03 09:00:00,Chat,Tier 2 Support,Consumer,Refund,Medium,AG165,1,51.3,113.9,0,1,4.0,Resolved,0,2025-10-03,2025,10,October,2025-10,Friday
INT125297,CUST16459,2025-10-03 10:00:00,Phone,Retention,Consumer,Technical Issue,Medium,AG176,1,31.5,91.9,0,0,4.0,Resolved,0,2025-10-03,2025,10,October,2025-10,Friday
INT103077,CUST10167,2025-10-03 10:00:00,Social Media,Retention,Small Business,Refund,Low,AG118,2,109.2,77.2,0,1,5.0,Resolved,0,2025-10-03,2025,10,October,2025-10,Friday
INT113322,CUST14205,2025-10-03 10:00:00,Chat,Tier 2 Support,Premium,Delivery,Medium,AG176,2,20.6,137.7,0,1,4.0,Resolved,0,2025-10-03,2025,10,October,2025-10,Friday
INT118873,CUST10121,2025-10-03 11:00:00,Chat,Technical Support,Consumer,Product Inquiry,Medium,AG107,3,7.3,165.9,0,1,5.0,Resolved,0,2025-10-03,2025,10,October,2025-10,Friday
INT117996,CUST18999,2025-10-03 11:00:00,Email,Tier 1 Support,Premium,Delivery,Low,AG104,2,197.5,68.2,0,1,4.0,Resolved,0,2025-10-03,2025,10,October,2025-10,Friday
INT111793,CUST18999,2025-10-03 11:00:00,Web,Tier 1 Support,Small Business,Product Inquiry,High,AG142,0,66.5,61.0,0,1,5.0,Resolved,1,2025-10-03,2025,10,October,2025-10,Friday
INT101635,CUST15285,2025-10-03 12:00:00,Phone,Billing,Small Business,Billing,Critical,AG164,1,38.3,103.1,1,1,4.0,Resolved,1,2025-10-03,2025,10,October,2025-10,Friday
INT121389,CUST11269,2025-10-03 13:00:00,Phone,Tier 1 Support,Premium,Complaint,Medium,AG126,2,22.5,49.9,1,0,4.0,Pending,0,2025-10-03,2025,10,October,2025-10,Friday
INT100516,CUST12920,2025-10-03 14:00:00,Phone,Technical Support,Premium,Cancellation,Low,AG175,2,53.6,106.6,0,1,5.0,Resolved,0,2025-10-03,2025,10,October,2025-10,Friday
INT110820,CUST15181,2025-10-03 14:00:00,Social Media,Retention,Premium,Product Inquiry,Critical,AG165,1,127.7,161.9,0,1,4.0,Resolved,1,2025-10-03,2025,10,October,2025-10,Friday
INT105206,CUST13481,2025-10-03 14:00:00,Chat,Tier 2 Support,Enterprise,Cancellation,Medium,AG164,2,39.3,151.6,0,1,4.0,Resolved,0,2025-10-03,2025,10,October,2025-10,Friday
INT121128,CUST15122,2025-10-03 14:00:00,Social Media,Technical Support,Consumer,Technical Issue,Medium,AG134,0,100.4,150.0,0,1,4.0,Resolved,0,2025-10-03,2025,10,October,2025-10,Friday
